is_exam_week,parking_behavior,entry_hour,entry_minute,day_of_week_num,is_weekend,is_morning,rolling_avg_duration,historical_overnight_count,vehicle_type_Motorbike,usual_zone_Zone_B,usual_zone_Zone_C,usual_zone_Zone_D
0,Full_Day,6,51,3,0,1,335.2,0.0,1,1,0,0
0,Full_Day,13,38,4,0,0,349.6,0.0,1,1,0,0
1,Early_Return,12,56,6,1,0,418.4,0.0,1,1,0,0
0,Full_Day,6,43,5,1,1,485.4906,0.0,1,0,0,0
0,Full_Day,6,24,0,0,1,315.0,0.0,1,0,0,1
0,Full_Day,6,58,4,0,1,349.0,0.0,1,1,0,0
0,Overnight,6,21,5,1,1,376.3333333333333,0.0,1,1,0,0
0,Early_Return,7,9,2,0,1,562.5,1.0,1,0,0,1
0,Full_Day,7,6,6,1,1,489.2,1.0,1,0,1,0
0,Full_Day,12,52,6,1,0,481.0,1.0,1,1,0,0
0,Full_Day,7,0,0,0,1,464.6,1.0,1,1,0,0
0,Full_Day,12,35,6,1,0,479.4,1.0,0,1,0,0
1,Early_Return,6,33,1,0,1,324.2,1.0,1,0,0,0
0,Early_Return,6,59,1,0,1,485.4906,1.0,1,0,0,0
0,Early_Return,7,20,0,0,1,199.0,0.0,1,0,0,1
1,Early_Return,6,46,2,0,1,163.0,0.0,1,0,0,1
1,Long_Term,6,9,1,0,1,161.66666666666666,0.0,1,0,0,0
0,Full_Day,6,13,6,1,1,485.4906,0.0,1,0,0,0
0,Early_Return,6,52,5,1,1,517.0,0.0,1,0,0,0
0,Full_Day,12,32,4,0,0,292.0,0.0,1,1,0,0
0,Full_Day,13,36,5,1,0,328.0,0.0,1,0,0,1
0,Early_Return,13,48,4,0,0,369.5,0.0,1,1,0,0
0,Full_Day,7,12,0,0,1,320.6,0.0,1,0,1,0
1,Early_Return,6,45,3,0,1,290.8,0.0,1,1,0,0
0,Early_Return,7,35,2,0,1,485.4906,0.0,1,0,0,0
0,Full_Day,6,56,0,0,1,137.0,0.0,1,0,0,0
0,Early_Return,7,35,5,1,1,197.0,0.0,1,0,0,0
0,Full_Day,6,59,2,0,1,167.66666666666666,0.0,1,1,0,0
0,Full_Day,12,13,6,1,0,207.75,0.0,1,0,1,0
0,Early_Return,6,57,6,1,1,261.8,0.0,1,0,0,0
0,Full_Day,6,29,4,0,1,251.0,0.0,1,0,1,0
1,Full_Day,7,8,6,1,1,272.4,0.0,1,0,1,0
1,Early_Return,12,28,0,0,0,339.4,0.0,1,0,1,0
0,Full_Day,7,13,4,0,1,485.4906,0.0,1,1,0,0
0,Full_Day,6,46,0,0,1,249.0,0.0,1,1,0,0
0,Early_Return,7,0,1,0,1,374.5,0.0,1,1,0,0
0,Full_Day,7,45,2,0,1,317.0,0.0,1,1,0,0
0,Full_Day,6,36,3,0,1,337.75,0.0,1,1,0,0
0,Early_Return,7,13,2,0,1,336.8,0.0,1,0,0,1
0,Full_Day,7,0,0,0,1,485.4906,0.0,1,1,0,0
0,Full_Day,12,31,6,1,0,488.0,0.0,1,0,0,0
0,Early_Return,12,50,6,1,0,399.5,0.0,1,0,0,1
1,Early_Return,7,28,5,1,1,315.6666666666667,0.0,1,1,0,0
1,Full_Day,13,11,2,0,0,286.25,0.0,1,0,1,0
1,Early_Return,12,16,1,0,0,332.8,0.0,1,0,0,0
0,Full_Day,6,33,5,1,1,485.4906,0.0,1,0,1,0
0,Early_Return,6,3,2,0,1,441.0,0.0,1,0,0,0
0,Early_Return,7,35,5,1,1,298.5,0.0,1,0,0,0
0,Full_Day,13,6,1,0,0,221.66666666666666,0.0,1,1,0,0
0,Early_Return,13,10,6,1,0,235.0,0.0,1,0,0,0
0,Early_Return,13,21,6,1,0,218.4,0.0,1,0,0,0
1,Full_Day,7,20,2,0,1,145.0,0.0,1,0,0,1
1,Overnight,6,59,5,1,1,164.4,0.0,1,1,0,0
1,Full_Day,7,2,2,0,1,344.2,1.0,1,0,0,0
0,Full_Day,7,11,2,0,1,485.4906,1.0,1,1,0,0
0,Early_Return,13,5,5,1,0,337.0,0.0,1,0,1,0
0,Full_Day,6,57,2,0,1,232.0,0.0,1,0,0,0
0,Full_Day,13,57,2,0,0,306.0,0.0,1,0,0,0
0,Full_Day,6,36,6,1,1,323.0,0.0,1,0,0,0
0,Early_Return,13,12,5,1,0,339.6,0.0,1,1,0,0
0,Full_Day,7,10,3,0,1,303.0,0.0,1,1,0,0
0,Early_Return,7,25,6,1,1,350.4,0.0,1,1,0,0
0,Overnight,13,5,6,1,0,283.6,0.0,1,0,1,0
0,Overnight,12,46,2,0,0,362.2,1.0,1,1,0,0
1,Full_Day,7,3,4,0,1,427.8,2.0,1,1,0,0
1,Full_Day,13,2,3,0,0,450.4,2.0,1,0,0,0
0,Long_Term,12,30,0,0,0,485.4906,2.0,1,0,0,1
0,Full_Day,7,2,1,0,1,1905.0,0.0,1,0,1,0
0,Early_Return,6,30,2,0,1,1184.5,0.0,1,0,0,1
0,Full_Day,13,22,6,1,0,842.6666666666666,0.0,1,0,0,1
0,Early_Return,7,23,0,0,1,758.5,0.0,1,0,0,0
0,Early_Return,6,29,0,0,1,637.4,0.0,1,0,0,1
0,Overnight,6,52,4,0,1,282.4,0.0,1,0,0,0
1,Full_Day,13,15,1,0,0,373.6,1.0,1,1,0,0
1,Full_Day,13,41,1,0,0,390.6,1.0,1,0,1,0
0,Overnight,7,21,3,0,1,485.4906,1.0,1,0,0,0
0,Early_Return,13,2,0,0,0,1163.0,1.0,1,0,0,0
0,Early_Return,6,15,4,0,1,665.5,1.0,1,0,1,0
0,Full_Day,6,24,1,0,1,505.0,1.0,1,0,0,0
0,Early_Return,6,55,6,1,1,474.25,1.0,1,0,0,0
0,Overnight,7,4,3,0,1,402.2,1.0,1,1,0,0
0,Early_Return,7,26,5,1,1,361.6,2.0,1,0,0,0
0,Early_Return,7,3,2,0,1,354.6,2.0,1,0,0,0
0,Early_Return,6,44,4,0,1,332.0,2.0,1,0,0,0
1,Early_Return,7,8,1,0,1,297.4,2.0,1,0,1,0
1,Early_Return,7,19,3,0,1,305.0,2.0,1,0,0,0
1,Early_Return,7,3,2,0,1,128.2,2.0,1,1,0,0
0,Overnight,12,30,5,1,0,485.4906,2.0,1,0,0,0
0,Early_Return,6,43,4,0,1,968.0,1.0,1,0,0,0
0,Full_Day,7,0,5,1,1,535.0,1.0,1,1,0,0
0,Full_Day,12,41,3,0,0,480.3333333333333,1.0,1,0,0,0
0,Full_Day,7,24,5,1,1,436.0,1.0,1,0,1,0
0,Early_Return,12,31,5,1,0,446.4,1.0,1,1,0,0
1,Full_Day,7,3,0,0,1,286.8,1.0,1,1,0,0
0,Long_Term,6,57,5,1,1,485.4906,1.0,1,1,0,0
0,Full_Day,7,32,1,0,1,3370.0,0.0,1,0,1,0
0,Early_Return,11,53,5,1,1,1917.5,0.0,1,0,0,0
0,Overnight,6,13,2,0,1,1324.0,0.0,1,0,1,0
0,Early_Return,12,40,2,0,0,1293.25,1.0,1,1,0,0
0,Early_Return,13,3,5,1,0,1067.8,1.0,1,1,0,0
0,Full_Day,7,52,2,0,1,426.8,1.0,1,0,0,0
0,Early_Return,7,22,1,0,1,424.4,1.0,1,1,0,0
0,Early_Return,7,54,4,0,1,426.2,1.0,1,0,0,0
1,Early_Return,12,55,2,0,0,212.4,1.0,1,0,1,0
0,Full_Day,6,43,2,0,1,485.4906,1.0,1,1,0,0
0,Early_Return,7,45,4,0,1,424.0,0.0,1,1,0,0
0,Full_Day,13,42,6,1,0,290.5,0.0,1,0,1,0
0,Early_Return,13,7,0,0,0,297.0,0.0,1,1,0,0
0,Early_Return,7,21,3,0,1,249.75,0.0,1,0,0,0
0,Full_Day,7,27,6,1,1,215.6,0.0,1,0,1,0
0,Early_Return,13,12,1,0,0,203.6,0.0,1,0,0,0
1,Full_Day,6,43,2,0,1,206.2,0.0,1,0,1,0
1,Full_Day,7,7,3,0,1,242.8,0.0,1,0,0,0
0,Full_Day,12,56,5,1,0,485.4906,0.0,1,0,1,0
0,Early_Return,12,18,1,0,0,348.0,0.0,1,0,1,0
0,Full_Day,7,10,0,0,1,245.5,0.0,1,0,0,0
0,Full_Day,6,58,1,0,1,285.6666666666667,0.0,1,0,0,0
1,Full_Day,12,13,0,0,0,336.25,0.0,1,0,0,0
0,Full_Day,13,40,3,0,0,485.4906,0.0,1,0,0,0
0,Full_Day,12,31,4,0,0,438.0,0.0,1,0,1,0
0,Full_Day,12,33,0,0,0,391.5,0.0,1,0,0,0
0,Overnight,6,14,6,1,1,439.0,0.0,1,0,1,0
0,Early_Return,6,34,4,0,1,485.4906,1.0,1,0,1,0
0,Overnight,12,20,6,1,0,126.0,0.0,1,0,1,0
0,Early_Return,7,2,3,0,1,511.5,1.0,1,0,1,0
0,Full_Day,11,50,3,0,1,368.6666666666667,1.0,1,0,1,0
0,Early_Return,14,2,5,1,0,351.5,1.0,1,1,0,0
0,Full_Day,6,54,1,0,1,304.2,1.0,1,1,0,0
0,Full_Day,12,28,1,0,0,359.2,1.0,1,0,0,0
0,Early_Return,13,10,5,1,0,273.2,1.0,1,0,0,0
1,Full_Day,6,51,5,1,1,289.4,1.0,1,0,1,0
0,Early_Return,6,27,0,0,1,485.4906,1.0,1,0,1,0
0,Early_Return,7,36,0,0,1,183.0,0.0,1,0,1,0
0,Early_Return,6,31,2,0,1,165.0,0.0,1,1,0,0
0,Overnight,6,57,3,0,1,147.66666666666666,0.0,1,0,0,0
0,Overnight,5,51,0,0,1,452.25,1.0,1,0,0,0
0,Full_Day,6,22,2,0,1,485.4906,2.0,1,0,0,0
0,Early_Return,11,49,5,1,1,305.0,0.0,1,0,0,1
0,Early_Return,12,42,6,1,0,242.5,0.0,1,0,0,1
0,Full_Day,12,4,2,0,0,219.66666666666666,0.0,1,1,0,0
0,Full_Day,6,42,5,1,1,266.25,0.0,1,1,0,0
0,Full_Day,13,43,2,0,0,318.4,0.0,1,1,0,0
1,Full_Day,6,37,0,0,1,362.6,0.0,1,0,1,0
1,Early_Return,6,41,2,0,1,385.2,0.0,1,0,0,0
0,Full_Day,6,58,0,0,1,485.4906,0.0,1,0,0,0
0,Full_Day,13,25,0,0,0,264.0,0.0,1,0,1,0
0,Full_Day,7,50,2,0,1,375.5,0.0,1,0,0,0
0,Early_Return,12,14,6,1,0,356.3333333333333,0.0,1,0,1,0
0,Early_Return,13,56,5,1,0,292.0,0.0,1,0,1,0
0,Early_Return,6,1,6,1,1,261.6,0.0,1,1,0,0
0,Early_Return,12,2,0,0,0,247.2,0.0,1,0,0,0
0,Early_Return,6,35,0,0,1,164.2,0.0,1,0,1,0
0,Early_Return,13,41,6,1,0,127.0,0.0,1,0,1,0
0,Full_Day,8,17,0,0,1,135.0,0.0,1,1,0,0
0,Early_Return,12,25,3,0,0,199.2,0.0,1,1,0,0
0,Early_Return,12,19,3,0,0,185.0,0.0,1,0,0,0
0,Full_Day,13,19,6,1,0,194.4,0.0,1,0,0,0
1,Early_Return,6,35,5,1,1,245.2,0.0,1,0,0,0
1,Early_Return,8,7,1,0,1,234.2,0.0,1,1,0,0
0,Full_Day,12,21,0,0,0,485.4906,0.0,1,1,0,0
0,Early_Return,12,15,0,0,0,270.0,0.0,1,0,0,0
0,Full_Day,6,30,2,0,1,184.0,0.0,1,0,1,0
0,Long_Term,11,59,5,1,1,259.6666666666667,0.0,1,0,1,0
1,Early_Return,12,32,0,0,0,698.0,0.0,1,0,0,0
1,Full_Day,6,47,2,0,1,595.8,0.0,1,1,0,0
0,Full_Day,13,47,1,0,0,485.4906,0.0,1,0,0,1
0,Full_Day,7,54,5,1,1,277.0,0.0,1,0,1,0
0,Full_Day,12,33,1,0,0,301.5,0.0,1,0,0,1
0,Early_Return,7,8,0,0,1,378.3333333333333,0.0,1,0,0,0
0,Early_Return,6,58,0,0,1,327.5,0.0,1,0,1,0
0,Early_Return,7,16,4,0,1,291.4,0.0,1,0,0,0
0,Full_Day,7,9,0,0,1,248.4,0.0,1,0,0,0
0,Full_Day,6,48,4,0,1,485.4906,0.0,1,0,0,0
0,Full_Day,12,34,5,1,0,252.0,0.0,1,0,0,0
0,Early_Return,7,25,6,1,1,306.0,0.0,1,0,0,0
0,Early_Return,6,54,1,0,1,264.6666666666667,0.0,1,0,0,0
0,Full_Day,7,58,5,1,1,214.0,0.0,1,1,0,0
0,Early_Return,6,25,5,1,1,264.2,0.0,1,0,0,0
0,Full_Day,6,53,3,0,1,253.4,0.0,1,0,0,0
0,Overnight,5,55,4,0,1,265.2,0.0,1,0,0,0
0,Early_Return,13,43,0,0,0,429.2,1.0,1,1,0,0
0,Full_Day,6,41,6,1,1,436.2,1.0,1,1,0,0
0,Full_Day,12,46,0,0,0,439.0,1.0,1,0,0,0
1,Full_Day,12,16,0,0,0,451.0,1.0,1,0,1,0
1,Full_Day,13,21,0,0,0,461.4,1.0,1,0,1,0
1,Full_Day,6,41,4,0,1,338.6,1.0,1,0,0,0
1,Early_Return,6,55,5,1,1,386.6,1.0,1,1,0,0
0,Full_Day,11,33,5,1,1,485.4906,1.0,1,0,0,0
0,Full_Day,6,49,2,0,1,521.0,0.0,1,0,0,0
0,Long_Term,11,56,3,0,1,409.5,0.0,1,1,0,0
0,Early_Return,12,58,4,0,0,1135.3333333333333,0.0,1,0,0,0
0,Full_Day,12,19,2,0,0,894.5,0.0,1,0,1,0
0,Full_Day,6,24,5,1,1,781.8,0.0,1,0,0,0
0,Early_Return,7,0,5,1,1,754.2,0.0,1,0,0,0
0,Full_Day,6,29,6,1,1,710.0,0.0,1,0,1,0
1,Overnight,7,5,4,0,1,255.4,0.0,1,0,0,0
0,Full_Day,12,41,4,0,0,485.4906,1.0,1,1,0,0
0,Full_Day,6,32,6,1,1,438.0,0.0,1,0,0,0
0,Early_Return,12,24,5,1,0,354.0,0.0,1,0,0,1
0,Full_Day,12,37,2,0,0,280.0,0.0,1,0,0,0
0,Full_Day,6,58,0,0,1,290.5,0.0,1,0,0,0
0,Full_Day,13,13,4,0,0,292.4,0.0,1,1,0,0
0,Full_Day,6,46,6,1,1,308.6,0.0,1,1,0,0
1,Full_Day,7,20,1,0,1,321.8,0.0,1,0,0,0
1,Full_Day,6,43,3,0,1,358.0,0.0,1,1,0,0
0,Long_Term,6,51,6,1,1,485.4906,0.0,1,1,0,0
0,Full_Day,12,31,1,0,0,2422.0,0.0,1,0,0,0
0,Early_Return,6,24,1,0,1,1431.0,0.0,1,0,0,0
0,Early_Return,6,56,5,1,1,976.6666666666666,0.0,1,1,0,0
1,Early_Return,13,3,1,0,0,765.5,0.0,1,1,0,0
0,Long_Term,13,0,6,1,0,485.4906,0.0,1,1,0,0
0,Early_Return,12,25,2,0,0,2337.0,0.0,1,0,0,0
0,Full_Day,12,7,0,0,0,1244.0,0.0,1,0,1,0
0,Full_Day,6,36,1,0,1,936.3333333333334,0.0,1,0,1,0
0,Overnight,7,16,2,0,1,809.25,0.0,1,1,0,0
0,Early_Return,6,37,0,0,1,811.2,1.0,1,0,0,0
0,Full_Day,11,43,1,0,1,378.8,1.0,1,1,0,0
0,Long_Term,7,1,3,0,1,411.4,1.0,0,0,0,0
0,Early_Return,12,40,1,0,0,485.4906,1.0,1,0,1,0
0,Full_Day,7,13,1,0,1,98.0,0.0,1,0,0,0
0,Long_Term,6,51,1,0,1,190.0,0.0,1,0,0,0
0,Full_Day,7,22,6,1,1,656.0,0.0,1,0,1,0
0,Full_Day,7,31,4,0,1,485.4906,0.0,1,0,1,0
0,Full_Day,12,1,6,1,0,421.0,0.0,1,1,0,0
0,Overnight,13,42,2,0,0,346.0,0.0,1,1,0,0
0,Full_Day,5,30,5,1,1,534.0,1.0,1,0,1,0
0,Early_Return,6,55,5,1,1,522.75,1.0,1,0,0,0
0,Early_Return,7,31,1,0,1,454.2,1.0,1,0,0,0
0,Early_Return,6,49,4,0,1,404.8,1.0,1,0,0,0
0,Full_Day,7,7,2,0,1,378.4,1.0,1,0,1,0
0,Early_Return,12,45,2,0,0,485.4906,1.0,1,1,0,0
0,Overnight,6,38,5,1,1,191.0,0.0,1,0,0,1
0,Early_Return,6,16,4,0,1,464.5,1.0,1,1,0,0
0,Early_Return,6,52,1,0,1,337.3333333333333,1.0,1,0,1,0
0,Early_Return,7,13,6,1,1,300.5,1.0,1,0,0,0
0,Full_Day,13,18,3,0,0,263.6,1.0,1,0,0,0
0,Early_Return,6,43,2,0,1,275.4,1.0,1,0,1,0
0,Full_Day,8,7,3,0,1,169.2,1.0,1,0,0,1
1,Early_Return,12,36,5,1,0,255.4,1.0,1,1,0,0
1,Full_Day,6,19,0,0,1,238.6,1.0,1,1,0,0
0,Full_Day,8,26,5,1,1,485.4906,1.0,1,0,0,0
0,Full_Day,6,47,6,1,1,298.0,0.0,0,0,0,0
0,Long_Term,7,2,4,0,1,275.5,0.0,1,0,0,0
0,Full_Day,7,34,0,0,1,1394.6666666666667,0.0,1,0,0,0
1,Long_Term,6,50,2,0,1,1153.25,0.0,1,1,0,0
0,Overnight,6,58,4,0,1,485.4906,0.0,1,0,0,0
1,Full_Day,8,17,1,0,1,1433.0,1.0,1,1,0,0
1,Full_Day,6,27,3,0,1,849.5,1.0,1,0,0,1
0,Early_Return,12,50,4,0,0,485.4906,1.0,1,1,0,0
0,Full_Day,11,56,3,0,1,122.0,0.0,1,0,1,0
1,Early_Return,6,27,0,0,1,286.0,0.0,1,0,0,0
1,Overnight,12,39,3,0,0,235.0,0.0,1,0,0,0
1,Full_Day,7,8,1,0,1,408.75,1.0,1,1,0,0
1,Full_Day,7,13,4,0,1,387.4,1.0,1,0,0,0
0,Early_Return,7,25,2,0,1,485.4906,1.0,1,0,0,1
0,Early_Return,6,14,5,1,1,187.0,0.0,1,0,0,0
0,Early_Return,7,7,6,1,1,191.5,0.0,1,0,0,0
0,Early_Return,12,22,2,0,0,189.33333333333334,0.0,1,0,0,1
0,Full_Day,13,16,4,0,0,177.5,0.0,1,0,1,0
0,Long_Term,12,22,2,0,0,193.6,0.0,1,0,0,0
0,Full_Day,6,37,0,0,1,485.4906,0.0,1,1,0,0
0,Full_Day,7,1,2,0,1,422.0,0.0,1,0,1,0
0,Full_Day,6,53,2,0,1,366.0,0.0,1,0,0,0
0,Full_Day,7,6,1,0,1,333.6666666666667,0.0,1,0,0,0
0,Early_Return,7,0,3,0,1,382.25,0.0,1,0,0,1
0,Early_Return,7,31,4,0,1,319.0,0.0,1,0,0,0
0,Full_Day,6,26,5,1,1,272.4,0.0,1,1,0,0
1,Full_Day,13,15,0,0,0,284.6,0.0,1,0,0,0
0,Long_Term,7,8,2,0,1,485.4906,0.0,1,0,1,0
0,Early_Return,7,34,6,1,1,3412.0,0.0,1,0,0,0
0,Full_Day,6,26,4,0,1,1773.0,0.0,1,0,0,0
0,Early_Return,7,43,3,0,1,1339.3333333333333,0.0,1,1,0,0
1,Early_Return,7,6,5,1,1,1023.0,0.0,1,0,0,0
0,Full_Day,12,13,2,0,0,485.4906,0.0,1,1,0,0
0,Full_Day,6,40,4,0,1,428.0,0.0,1,0,0,0
0,Full_Day,6,55,6,1,1,345.0,0.0,1,0,0,0
0,Early_Return,12,21,5,1,0,346.0,0.0,1,0,0,0
0,Full_Day,7,21,6,1,1,307.75,0.0,1,1,0,0
0,Full_Day,13,37,2,0,0,485.4906,0.0,1,0,1,0
0,Early_Return,7,5,5,1,1,508.0,0.0,1,1,0,0
0,Early_Return,7,26,6,1,1,340.5,0.0,1,0,0,1
0,Full_Day,12,50,3,0,0,262.0,0.0,1,0,1,0
0,Early_Return,6,59,5,1,1,318.0,0.0,1,0,0,0
1,Overnight,13,10,3,0,0,284.6,0.0,1,1,0,0
1,Early_Return,6,7,5,1,1,436.6,1.0,1,0,0,0
0,Full_Day,12,4,6,1,0,485.4906,1.0,1,0,0,0
0,Early_Return,6,56,3,0,1,402.0,0.0,1,0,0,0
0,Full_Day,12,26,6,1,0,231.0,0.0,1,1,0,0
0,Full_Day,13,10,5,1,0,261.6666666666667,0.0,1,0,1,0
0,Full_Day,13,12,0,0,0,276.0,0.0,1,0,1,0
0,Full_Day,13,19,2,0,0,305.4,0.0,1,0,0,0
0,Early_Return,6,35,0,0,1,303.8,0.0,1,0,0,0
0,Full_Day,7,12,3,0,1,485.4906,0.0,1,0,1,0
0,Early_Return,6,40,3,0,1,247.0,0.0,1,0,0,0
0,Full_Day,13,53,2,0,0,203.0,0.0,1,1,0,0
0,Early_Return,6,46,2,0,1,249.0,0.0,1,0,0,1
1,Full_Day,6,52,4,0,1,229.25,0.0,1,1,0,0
0,Full_Day,6,57,5,1,1,485.4906,0.0,1,0,1,0
0,Early_Return,7,4,0,0,1,344.0,0.0,1,0,0,0
0,Overnight,6,44,6,1,1,218.0,0.0,1,0,1,0
0,Overnight,13,26,5,1,0,511.0,1.0,1,0,0,0
0,Overnight,13,6,3,0,0,588.0,2.0,1,0,0,0
0,Full_Day,12,40,1,0,0,755.8,3.0,1,0,0,1
0,Full_Day,6,24,5,1,1,735.8,3.0,1,0,1,0
0,Full_Day,7,19,5,1,1,485.4906,3.0,1,0,1,0
0,Early_Return,6,53,4,0,1,327.0,0.0,0,0,0,1
0,Full_Day,6,53,3,0,1,238.5,0.0,1,1,0,0
0,Overnight,7,16,0,0,1,269.6666666666667,0.0,1,0,0,1
0,Early_Return,6,28,6,1,1,556.5,1.0,1,0,0,0
0,Early_Return,13,40,3,0,0,461.0,1.0,1,0,0,0
0,Early_Return,6,53,1,0,1,416.0,1.0,1,1,0,0
1,Full_Day,5,53,0,0,1,427.0,1.0,1,1,0,0
0,Early_Return,13,41,1,0,0,485.4906,1.0,1,0,0,0
0,Early_Return,6,59,4,0,1,165.0,0.0,1,0,0,0
1,Full_Day,6,54,4,0,1,183.0,0.0,1,0,1,0
0,Full_Day,7,44,3,0,1,485.4906,0.0,1,0,0,0
0,Early_Return,8,0,1,0,1,460.0,0.0,1,0,0,0
0,Full_Day,13,28,3,0,0,272.0,0.0,1,0,0,0
0,Early_Return,6,50,1,0,1,266.6666666666667,0.0,1,0,0,0
0,Early_Return,6,21,0,0,1,227.75,0.0,1,0,0,0
0,Full_Day,13,1,1,0,0,197.0,0.0,1,0,0,0
0,Full_Day,7,32,2,0,1,165.4,0.0,1,0,0,0
0,Full_Day,7,14,4,0,1,225.2,0.0,1,0,1,0
1,Early_Return,6,49,5,1,1,260.0,0.0,1,0,0,0
1,Long_Term,7,7,2,0,1,265.6,0.0,1,0,1,0
0,Full_Day,7,43,1,0,1,485.4906,0.0,1,1,0,0
0,Early_Return,7,7,6,1,1,249.0,0.0,1,0,0,1
0,Early_Return,7,19,3,0,1,187.0,0.0,1,0,0,0
0,Full_Day,7,13,1,0,1,179.33333333333334,0.0,1,0,0,0
0,Early_Return,6,58,0,0,1,266.5,0.0,1,0,1,0
0,Full_Day,13,17,0,0,0,232.4,0.0,1,0,0,0
0,Full_Day,7,7,5,1,1,247.2,0.0,1,0,0,1
0,Early_Return,7,7,3,0,1,275.2,0.0,1,1,0,0
0,Early_Return,13,48,2,0,0,485.4906,0.0,1,1,0,0
0,Full_Day,12,58,2,0,0,132.0,0.0,1,1,0,0
0,Early_Return,6,31,0,0,1,203.5,0.0,1,0,0,0
0,Full_Day,7,31,3,0,1,176.66666666666666,0.0,1,1,0,0
0,Full_Day,6,55,6,1,1,244.25,0.0,1,1,0,0
0,Full_Day,7,5,4,0,1,295.4,0.0,1,0,0,0
1,Full_Day,6,8,0,0,1,339.8,0.0,1,1,0,0
1,Early_Return,12,58,0,0,0,368.6,0.0,1,0,0,0
0,Early_Return,6,18,1,0,1,485.4906,0.0,1,0,0,0
0,Early_Return,11,59,6,1,1,109.0,0.0,1,1,0,0
0,Early_Return,12,58,0,0,0,153.5,0.0,1,0,1,0
0,Full_Day,12,48,0,0,0,162.0,0.0,1,0,0,0
0,Full_Day,7,18,1,0,1,251.5,0.0,1,0,0,0
0,Full_Day,7,0,2,0,1,284.8,0.0,1,1,0,0
0,Early_Return,12,10,0,0,0,337.4,0.0,1,0,0,0
1,Full_Day,13,1,1,0,0,314.4,0.0,1,0,0,1
1,Full_Day,7,2,3,0,1,366.8,0.0,1,1,0,0
0,Full_Day,6,42,4,0,1,485.4906,0.0,1,0,1,0
0,Early_Return,7,12,4,0,1,246.0,0.0,1,0,0,0
0,Full_Day,12,45,0,0,0,159.0,0.0,1,0,1,0
0,Full_Day,13,35,2,0,0,219.66666666666666,0.0,1,1,0,0
0,Full_Day,7,43,6,1,1,239.25,0.0,1,0,1,0
0,Early_Return,6,56,3,0,1,288.6,0.0,1,1,0,0
1,Early_Return,12,43,6,1,0,274.8,0.0,1,1,0,0
0,Full_Day,6,52,4,0,1,485.4906,0.0,1,0,0,0
