timestamp,vehicle_count,hour,day_of_week,is_weekend,is_morning,is_exam_week
2023-09-03 23:00:00,20,23,6,1,0,0
2023-09-04 00:00:00,20,0,0,0,1,0
2023-09-04 01:00:00,20,1,0,0,1,0
2023-09-04 02:00:00,18,2,0,0,1,0
2023-09-04 03:00:00,16,3,0,0,1,0
2023-09-04 04:00:00,15,4,0,0,1,0
2023-09-04 05:00:00,15,5,0,0,1,0
2023-09-04 06:00:00,41,6,0,0,1,0
2023-09-04 07:00:00,90,7,0,0,1,0
2023-09-04 08:00:00,109,8,0,0,1,0
2023-09-04 09:00:00,94,9,0,0,1,0
2023-09-04 10:00:00,81,10,0,0,1,0
2023-09-04 11:00:00,72,11,0,0,1,0
2023-09-04 12:00:00,71,12,0,0,0,0
2023-09-04 13:00:00,80,13,0,0,0,0
2023-09-04 14:00:00,67,14,0,0,0,0
2023-09-04 15:00:00,55,15,0,0,0,0
2023-09-04 16:00:00,47,16,0,0,0,0
2023-09-04 17:00:00,41,17,0,0,0,0
2023-09-04 18:00:00,36,18,0,0,0,0
2023-09-04 19:00:00,32,19,0,0,0,0
2023-09-04 20:00:00,27,20,0,0,0,0
2023-09-04 21:00:00,27,21,0,0,0,0
2023-09-04 22:00:00,22,22,0,0,0,0
2023-09-04 23:00:00,20,23,0,0,0,0
2023-09-05 00:00:00,20,0,1,0,1,0
2023-09-05 01:00:00,20,1,1,0,1,0
2023-09-05 02:00:00,20,2,1,0,1,0
2023-09-05 03:00:00,18,3,1,0,1,0
2023-09-05 04:00:00,15,4,1,0,1,0
2023-09-05 05:00:00,14,5,1,0,1,0
2023-09-05 06:00:00,31,6,1,0,1,0
2023-09-05 07:00:00,68,7,1,0,1,0
2023-09-05 08:00:00,78,8,1,0,1,0
2023-09-05 09:00:00,70,9,1,0,1,0
2023-09-05 10:00:00,62,10,1,0,1,0
2023-09-05 11:00:00,56,11,1,0,1,0
2023-09-05 12:00:00,61,12,1,0,0,0
2023-09-05 13:00:00,83,13,1,0,0,0
2023-09-05 14:00:00,77,14,1,0,0,0
2023-09-05 15:00:00,61,15,1,0,0,0
2023-09-05 16:00:00,52,16,1,0,0,0
2023-09-05 17:00:00,50,17,1,0,0,0
2023-09-05 18:00:00,44,18,1,0,0,0
2023-09-05 19:00:00,38,19,1,0,0,0
2023-09-05 20:00:00,33,20,1,0,0,0
2023-09-05 21:00:00,27,21,1,0,0,0
2023-09-05 22:00:00,25,22,1,0,0,0
2023-09-05 23:00:00,23,23,1,0,0,0
2023-09-06 00:00:00,21,0,2,0,1,0
2023-09-06 01:00:00,21,1,2,0,1,0
2023-09-06 02:00:00,18,2,2,0,1,0
2023-09-06 03:00:00,15,3,2,0,1,0
2023-09-06 04:00:00,15,4,2,0,1,0
2023-09-06 05:00:00,15,5,2,0,1,0
2023-09-06 06:00:00,28,6,2,0,1,0
2023-09-06 07:00:00,63,7,2,0,1,0
2023-09-06 08:00:00,81,8,2,0,1,0
2023-09-06 09:00:00,74,9,2,0,1,0
2023-09-06 10:00:00,66,10,2,0,1,0
2023-09-06 11:00:00,60,11,2,0,1,0
2023-09-06 12:00:00,69,12,2,0,0,0
2023-09-06 13:00:00,82,13,2,0,0,0
2023-09-06 14:00:00,72,14,2,0,0,0
2023-09-06 15:00:00,59,15,2,0,0,0
2023-09-06 16:00:00,48,16,2,0,0,0
2023-09-06 17:00:00,41,17,2,0,0,0
2023-09-06 18:00:00,37,18,2,0,0,0
2023-09-06 19:00:00,33,19,2,0,0,0
2023-09-06 20:00:00,30,20,2,0,0,0
2023-09-06 21:00:00,27,21,2,0,0,0
2023-09-06 22:00:00,25,22,2,0,0,0
2023-09-06 23:00:00,25,23,2,0,0,0
2023-09-07 00:00:00,24,0,3,0,1,0
2023-09-07 01:00:00,22,1,3,0,1,0
2023-09-07 02:00:00,21,2,3,0,1,0
2023-09-07 03:00:00,19,3,3,0,1,0
2023-09-07 04:00:00,19,4,3,0,1,0
2023-09-07 05:00:00,18,5,3,0,1,0
2023-09-07 06:00:00,32,6,3,0,1,0
2023-09-07 07:00:00,62,7,3,0,1,0
2023-09-07 08:00:00,77,8,3,0,1,0
2023-09-07 09:00:00,66,9,3,0,1,0
2023-09-07 10:00:00,57,10,3,0,1,0
2023-09-07 11:00:00,53,11,3,0,1,0
2023-09-07 12:00:00,59,12,3,0,0,0
2023-09-07 13:00:00,73,13,3,0,0,0
2023-09-07 14:00:00,66,14,3,0,0,0
2023-09-07 15:00:00,58,15,3,0,0,0
2023-09-07 16:00:00,52,16,3,0,0,0
2023-09-07 17:00:00,48,17,3,0,0,0
2023-09-07 18:00:00,43,18,3,0,0,0
2023-09-07 19:00:00,36,19,3,0,0,0
2023-09-07 20:00:00,31,20,3,0,0,0
2023-09-07 21:00:00,27,21,3,0,0,0
2023-09-07 22:00:00,26,22,3,0,0,0
2023-09-07 23:00:00,24,23,3,0,0,0
2023-09-08 00:00:00,24,0,4,0,1,0
2023-09-08 01:00:00,23,1,4,0,1,0
2023-09-08 02:00:00,21,2,4,0,1,0
2023-09-08 03:00:00,19,3,4,0,1,0
2023-09-08 04:00:00,18,4,4,0,1,0
2023-09-08 05:00:00,19,5,4,0,1,0
2023-09-08 06:00:00,36,6,4,0,1,0
2023-09-08 07:00:00,73,7,4,0,1,0
2023-09-08 08:00:00,87,8,4,0,1,0
2023-09-08 09:00:00,74,9,4,0,1,0
2023-09-08 10:00:00,62,10,4,0,1,0
2023-09-08 11:00:00,54,11,4,0,1,0
2023-09-08 12:00:00,66,12,4,0,0,0
2023-09-08 13:00:00,81,13,4,0,0,0
2023-09-08 14:00:00,71,14,4,0,0,0
2023-09-08 15:00:00,58,15,4,0,0,0
2023-09-08 16:00:00,49,16,4,0,0,0
2023-09-08 17:00:00,44,17,4,0,0,0
2023-09-08 18:00:00,41,18,4,0,0,0
2023-09-08 19:00:00,33,19,4,0,0,0
2023-09-08 20:00:00,26,20,4,0,0,0
2023-09-08 21:00:00,23,21,4,0,0,0
2023-09-08 22:00:00,23,22,4,0,0,0
2023-09-08 23:00:00,20,23,4,0,0,0
2023-09-09 00:00:00,19,0,5,1,1,0
2023-09-09 01:00:00,17,1,5,1,1,0
2023-09-09 02:00:00,14,2,5,1,1,0
2023-09-09 03:00:00,11,3,5,1,1,0
2023-09-09 04:00:00,10,4,5,1,1,0
2023-09-09 05:00:00,9,5,5,1,1,0
2023-09-09 06:00:00,29,6,5,1,1,0
2023-09-09 07:00:00,65,7,5,1,1,0
2023-09-09 08:00:00,83,8,5,1,1,0
2023-09-09 09:00:00,71,9,5,1,1,0
2023-09-09 10:00:00,58,10,5,1,1,0
2023-09-09 11:00:00,52,11,5,1,1,0
2023-09-09 12:00:00,68,12,5,1,0,0
2023-09-09 13:00:00,82,13,5,1,0,0
2023-09-09 14:00:00,72,14,5,1,0,0
2023-09-09 15:00:00,59,15,5,1,0,0
2023-09-09 16:00:00,51,16,5,1,0,0
2023-09-09 17:00:00,43,17,5,1,0,0
2023-09-09 18:00:00,37,18,5,1,0,0
2023-09-09 19:00:00,34,19,5,1,0,0
2023-09-09 20:00:00,28,20,5,1,0,0
2023-09-09 21:00:00,23,21,5,1,0,0
2023-09-09 22:00:00,21,22,5,1,0,0
2023-09-09 23:00:00,21,23,5,1,0,0
2023-09-10 00:00:00,19,0,6,1,1,0
2023-09-10 01:00:00,17,1,6,1,1,0
2023-09-10 02:00:00,16,2,6,1,1,0
2023-09-10 03:00:00,14,3,6,1,1,0
2023-09-10 04:00:00,14,4,6,1,1,0
2023-09-10 05:00:00,14,5,6,1,1,0
2023-09-10 06:00:00,29,6,6,1,1,0
2023-09-10 07:00:00,62,7,6,1,1,0
2023-09-10 08:00:00,78,8,6,1,1,0
2023-09-10 09:00:00,68,9,6,1,1,0
2023-09-10 10:00:00,57,10,6,1,1,0
2023-09-10 11:00:00,49,11,6,1,1,0
2023-09-10 12:00:00,56,12,6,1,0,0
2023-09-10 13:00:00,68,13,6,1,0,0
2023-09-10 14:00:00,64,14,6,1,0,0
2023-09-10 15:00:00,56,15,6,1,0,0
2023-09-10 16:00:00,48,16,6,1,0,0
2023-09-10 17:00:00,42,17,6,1,0,0
2023-09-10 18:00:00,38,18,6,1,0,0
2023-09-10 19:00:00,32,19,6,1,0,0
2023-09-10 20:00:00,27,20,6,1,0,0
2023-09-10 21:00:00,23,21,6,1,0,0
2023-09-10 22:00:00,20,22,6,1,0,0
2023-09-10 23:00:00,20,23,6,1,0,0
2023-09-11 00:00:00,18,0,0,0,1,0
2023-09-11 01:00:00,17,1,0,0,1,0
2023-09-11 02:00:00,16,2,0,0,1,0
2023-09-11 03:00:00,16,3,0,0,1,0
2023-09-11 04:00:00,16,4,0,0,1,0
2023-09-11 05:00:00,17,5,0,0,1,0
2023-09-11 06:00:00,32,6,0,0,1,0
2023-09-11 07:00:00,68,7,0,0,1,0
2023-09-11 08:00:00,83,8,0,0,1,0
2023-09-11 09:00:00,75,9,0,0,1,0
2023-09-11 10:00:00,66,10,0,0,1,0
2023-09-11 11:00:00,58,11,0,0,1,0
2023-09-11 12:00:00,63,12,0,0,0,0
2023-09-11 13:00:00,73,13,0,0,0,0
2023-09-11 14:00:00,65,14,0,0,0,0
2023-09-11 15:00:00,54,15,0,0,0,0
2023-09-11 16:00:00,47,16,0,0,0,0
2023-09-11 17:00:00,43,17,0,0,0,0
2023-09-11 18:00:00,38,18,0,0,0,0
2023-09-11 19:00:00,32,19,0,0,0,0
2023-09-11 20:00:00,26,20,0,0,0,0
2023-09-11 21:00:00,21,21,0,0,0,0
2023-09-11 22:00:00,20,22,0,0,0,0
2023-09-11 23:00:00,20,23,0,0,0,0
2023-09-12 00:00:00,18,0,1,0,1,0
2023-09-12 01:00:00,18,1,1,0,1,0
2023-09-12 02:00:00,16,2,1,0,1,0
2023-09-12 03:00:00,13,3,1,0,1,0
2023-09-12 04:00:00,12,4,1,0,1,0
2023-09-12 05:00:00,11,5,1,0,1,0
2023-09-12 06:00:00,28,6,1,0,1,0
2023-09-12 07:00:00,77,7,1,0,1,0
2023-09-12 08:00:00,99,8,1,0,1,0
2023-09-12 09:00:00,84,9,1,0,1,0
2023-09-12 10:00:00,73,10,1,0,1,0
2023-09-12 11:00:00,66,11,1,0,1,0
2023-09-12 12:00:00,76,12,1,0,0,0
2023-09-12 13:00:00,97,13,1,0,0,0
2023-09-12 14:00:00,89,14,1,0,0,0
2023-09-12 15:00:00,67,15,1,0,0,0
2023-09-12 16:00:00,52,16,1,0,0,0
2023-09-12 17:00:00,45,17,1,0,0,0
2023-09-12 18:00:00,39,18,1,0,0,0
2023-09-12 19:00:00,34,19,1,0,0,0
2023-09-12 20:00:00,28,20,1,0,0,0
2023-09-12 21:00:00,24,21,1,0,0,0
2023-09-12 22:00:00,24,22,1,0,0,0
2023-09-12 23:00:00,23,23,1,0,0,0
2023-09-13 00:00:00,23,0,2,0,1,0
2023-09-13 01:00:00,21,1,2,0,1,0
2023-09-13 02:00:00,19,2,2,0,1,0
2023-09-13 03:00:00,17,3,2,0,1,0
2023-09-13 04:00:00,15,4,2,0,1,0
2023-09-13 05:00:00,16,5,2,0,1,0
2023-09-13 06:00:00,33,6,2,0,1,0
2023-09-13 07:00:00,71,7,2,0,1,0
2023-09-13 08:00:00,84,8,2,0,1,0
2023-09-13 09:00:00,69,9,2,0,1,0
2023-09-13 10:00:00,58,10,2,0,1,0
2023-09-13 11:00:00,50,11,2,0,1,0
2023-09-13 12:00:00,63,12,2,0,0,0
2023-09-13 13:00:00,82,13,2,0,0,0
2023-09-13 14:00:00,76,14,2,0,0,0
2023-09-13 15:00:00,66,15,2,0,0,0
2023-09-13 16:00:00,58,16,2,0,0,0
2023-09-13 17:00:00,53,17,2,0,0,0
2023-09-13 18:00:00,46,18,2,0,0,0
2023-09-13 19:00:00,41,19,2,0,0,0
2023-09-13 20:00:00,35,20,2,0,0,0
2023-09-13 21:00:00,29,21,2,0,0,0
2023-09-13 22:00:00,26,22,2,0,0,0
2023-09-13 23:00:00,25,23,2,0,0,0
2023-09-14 00:00:00,25,0,3,0,1,0
2023-09-14 01:00:00,23,1,3,0,1,0
2023-09-14 02:00:00,20,2,3,0,1,0
2023-09-14 03:00:00,17,3,3,0,1,0
2023-09-14 04:00:00,15,4,3,0,1,0
2023-09-14 05:00:00,14,5,3,0,1,0
2023-09-14 06:00:00,33,6,3,0,1,0
2023-09-14 07:00:00,76,7,3,0,1,0
2023-09-14 08:00:00,87,8,3,0,1,0
2023-09-14 09:00:00,78,9,3,0,1,0
2023-09-14 10:00:00,72,10,3,0,1,0
2023-09-14 11:00:00,65,11,3,0,1,0
2023-09-14 12:00:00,69,12,3,0,0,0
2023-09-14 13:00:00,76,13,3,0,0,0
2023-09-14 14:00:00,68,14,3,0,0,0
2023-09-14 15:00:00,54,15,3,0,0,0
2023-09-14 16:00:00,45,16,3,0,0,0
2023-09-14 17:00:00,39,17,3,0,0,0
2023-09-14 18:00:00,34,18,3,0,0,0
2023-09-14 19:00:00,31,19,3,0,0,0
2023-09-14 20:00:00,28,20,3,0,0,0
2023-09-14 21:00:00,24,21,3,0,0,0
2023-09-14 22:00:00,21,22,3,0,0,0
2023-09-14 23:00:00,20,23,3,0,0,0
2023-09-15 00:00:00,17,0,4,0,1,0
2023-09-15 01:00:00,15,1,4,0,1,0
2023-09-15 02:00:00,14,2,4,0,1,0
2023-09-15 03:00:00,13,3,4,0,1,0
2023-09-15 04:00:00,11,4,4,0,1,0
2023-09-15 05:00:00,11,5,4,0,1,0
2023-09-15 06:00:00,30,6,4,0,1,0
2023-09-15 07:00:00,69,7,4,0,1,0
2023-09-15 08:00:00,87,8,4,0,1,0
2023-09-15 09:00:00,76,9,4,0,1,0
2023-09-15 10:00:00,66,10,4,0,1,0
2023-09-15 11:00:00,53,11,4,0,1,0
2023-09-15 12:00:00,59,12,4,0,0,0
2023-09-15 13:00:00,73,13,4,0,0,0
2023-09-15 14:00:00,65,14,4,0,0,0
2023-09-15 15:00:00,52,15,4,0,0,0
2023-09-15 16:00:00,42,16,4,0,0,0
2023-09-15 17:00:00,36,17,4,0,0,0
2023-09-15 18:00:00,31,18,4,0,0,0
2023-09-15 19:00:00,24,19,4,0,0,0
2023-09-15 20:00:00,24,20,4,0,0,0
2023-09-15 21:00:00,18,21,4,0,0,0
2023-09-15 22:00:00,16,22,4,0,0,0
2023-09-15 23:00:00,16,23,4,0,0,0
2023-09-16 00:00:00,16,0,5,1,1,0
2023-09-16 01:00:00,15,1,5,1,1,0
2023-09-16 02:00:00,14,2,5,1,1,0
2023-09-16 03:00:00,13,3,5,1,1,0
2023-09-16 04:00:00,13,4,5,1,1,0
2023-09-16 05:00:00,12,5,5,1,1,0
2023-09-16 06:00:00,36,6,5,1,1,0
2023-09-16 07:00:00,79,7,5,1,1,0
2023-09-16 08:00:00,92,8,5,1,1,0
2023-09-16 09:00:00,80,9,5,1,1,0
2023-09-16 10:00:00,68,10,5,1,1,0
2023-09-16 11:00:00,62,11,5,1,1,0
2023-09-16 12:00:00,72,12,5,1,0,0
2023-09-16 13:00:00,85,13,5,1,0,0
2023-09-16 14:00:00,70,14,5,1,0,0
2023-09-16 15:00:00,53,15,5,1,0,0
2023-09-16 16:00:00,44,16,5,1,0,0
2023-09-16 17:00:00,40,17,5,1,0,0
2023-09-16 18:00:00,35,18,5,1,0,0
2023-09-16 19:00:00,29,19,5,1,0,0
2023-09-16 20:00:00,23,20,5,1,0,0
2023-09-16 21:00:00,21,21,5,1,0,0
2023-09-16 22:00:00,20,22,5,1,0,0
2023-09-16 23:00:00,19,23,5,1,0,0
2023-09-17 00:00:00,19,0,6,1,1,0
2023-09-17 01:00:00,18,1,6,1,1,0
2023-09-17 02:00:00,18,2,6,1,1,0
2023-09-17 03:00:00,15,3,6,1,1,0
2023-09-17 04:00:00,13,4,6,1,1,0
2023-09-17 05:00:00,13,5,6,1,1,0
2023-09-17 06:00:00,37,6,6,1,1,0
2023-09-17 07:00:00,79,7,6,1,1,0
2023-09-17 08:00:00,90,8,6,1,1,0
2023-09-17 09:00:00,79,9,6,1,1,0
2023-09-17 10:00:00,70,10,6,1,1,0
2023-09-17 11:00:00,61,11,6,1,1,0
2023-09-17 12:00:00,73,12,6,1,0,0
2023-09-17 13:00:00,87,13,6,1,0,0
2023-09-17 14:00:00,72,14,6,1,0,0
2023-09-17 15:00:00,59,15,6,1,0,0
2023-09-17 16:00:00,53,16,6,1,0,0
2023-09-17 17:00:00,50,17,6,1,0,0
2023-09-17 18:00:00,45,18,6,1,0,0
2023-09-17 19:00:00,39,19,6,1,0,0
2023-09-17 20:00:00,35,20,6,1,0,0
2023-09-17 21:00:00,29,21,6,1,0,0
2023-09-17 22:00:00,25,22,6,1,0,0
2023-09-17 23:00:00,24,23,6,1,0,0
2023-09-18 00:00:00,23,0,0,0,1,0
2023-09-18 01:00:00,23,1,0,0,1,0
2023-09-18 02:00:00,21,2,0,0,1,0
2023-09-18 03:00:00,19,3,0,0,1,0
2023-09-18 04:00:00,18,4,0,0,1,0
2023-09-18 05:00:00,16,5,0,0,1,0
2023-09-18 06:00:00,37,6,0,0,1,0
2023-09-18 07:00:00,72,7,0,0,1,0
2023-09-18 08:00:00,78,8,0,0,1,0
2023-09-18 09:00:00,68,9,0,0,1,0
2023-09-18 10:00:00,59,10,0,0,1,0
2023-09-18 11:00:00,48,11,0,0,1,0
2023-09-18 12:00:00,60,12,0,0,0,0
2023-09-18 13:00:00,86,13,0,0,0,0
2023-09-18 14:00:00,74,14,0,0,0,0
2023-09-18 15:00:00,63,15,0,0,0,0
2023-09-18 16:00:00,56,16,0,0,0,0
2023-09-18 17:00:00,48,17,0,0,0,0
2023-09-18 18:00:00,42,18,0,0,0,0
2023-09-18 19:00:00,35,19,0,0,0,0
2023-09-18 20:00:00,29,20,0,0,0,0
2023-09-18 21:00:00,23,21,0,0,0,0
2023-09-18 22:00:00,23,22,0,0,0,0
2023-09-18 23:00:00,23,23,0,0,0,0
2023-09-19 00:00:00,19,0,1,0,1,0
2023-09-19 01:00:00,18,1,1,0,1,0
2023-09-19 02:00:00,16,2,1,0,1,0
2023-09-19 03:00:00,16,3,1,0,1,0
2023-09-19 04:00:00,13,4,1,0,1,0
2023-09-19 05:00:00,12,5,1,0,1,0
2023-09-19 06:00:00,28,6,1,0,1,0
2023-09-19 07:00:00,61,7,1,0,1,0
2023-09-19 08:00:00,76,8,1,0,1,0
2023-09-19 09:00:00,67,9,1,0,1,0
2023-09-19 10:00:00,56,10,1,0,1,0
2023-09-19 11:00:00,44,11,1,0,1,0
2023-09-19 12:00:00,55,12,1,0,0,0
2023-09-19 13:00:00,73,13,1,0,0,0
2023-09-19 14:00:00,68,14,1,0,0,0
2023-09-19 15:00:00,58,15,1,0,0,0
2023-09-19 16:00:00,49,16,1,0,0,0
2023-09-19 17:00:00,44,17,1,0,0,0
2023-09-19 18:00:00,40,18,1,0,0,0
2023-09-19 19:00:00,37,19,1,0,0,0
2023-09-19 20:00:00,32,20,1,0,0,0
2023-09-19 21:00:00,27,21,1,0,0,0
2023-09-19 22:00:00,24,22,1,0,0,0
2023-09-19 23:00:00,24,23,1,0,0,0
2023-09-20 00:00:00,23,0,2,0,1,0
2023-09-20 01:00:00,21,1,2,0,1,0
2023-09-20 02:00:00,20,2,2,0,1,0
2023-09-20 03:00:00,18,3,2,0,1,0
2023-09-20 04:00:00,16,4,2,0,1,0
2023-09-20 05:00:00,17,5,2,0,1,0
2023-09-20 06:00:00,39,6,2,0,1,0
2023-09-20 07:00:00,77,7,2,0,1,0
2023-09-20 08:00:00,91,8,2,0,1,0
2023-09-20 09:00:00,78,9,2,0,1,0
2023-09-20 10:00:00,69,10,2,0,1,0
2023-09-20 11:00:00,62,11,2,0,1,0
2023-09-20 12:00:00,72,12,2,0,0,0
2023-09-20 13:00:00,88,13,2,0,0,0
2023-09-20 14:00:00,79,14,2,0,0,0
2023-09-20 15:00:00,66,15,2,0,0,0
2023-09-20 16:00:00,58,16,2,0,0,0
2023-09-20 17:00:00,52,17,2,0,0,0
2023-09-20 18:00:00,45,18,2,0,0,0
2023-09-20 19:00:00,38,19,2,0,0,0
2023-09-20 20:00:00,31,20,2,0,0,0
2023-09-20 21:00:00,25,21,2,0,0,0
2023-09-20 22:00:00,21,22,2,0,0,0
2023-09-20 23:00:00,20,23,2,0,0,0
2023-09-21 00:00:00,18,0,3,0,1,0
2023-09-21 01:00:00,18,1,3,0,1,0
2023-09-21 02:00:00,17,2,3,0,1,0
2023-09-21 03:00:00,16,3,3,0,1,0
2023-09-21 04:00:00,14,4,3,0,1,0
2023-09-21 05:00:00,11,5,3,0,1,0
2023-09-21 06:00:00,27,6,3,0,1,0
2023-09-21 07:00:00,63,7,3,0,1,0
2023-09-21 08:00:00,79,8,3,0,1,0
2023-09-21 09:00:00,68,9,3,0,1,0
2023-09-21 10:00:00,58,10,3,0,1,0
2023-09-21 11:00:00,49,11,3,0,1,0
2023-09-21 12:00:00,59,12,3,0,0,0
2023-09-21 13:00:00,75,13,3,0,0,0
2023-09-21 14:00:00,70,14,3,0,0,0
2023-09-21 15:00:00,59,15,3,0,0,0
2023-09-21 16:00:00,48,16,3,0,0,0
2023-09-21 17:00:00,39,17,3,0,0,0
2023-09-21 18:00:00,35,18,3,0,0,0
2023-09-21 19:00:00,30,19,3,0,0,0
2023-09-21 20:00:00,25,20,3,0,0,0
2023-09-21 21:00:00,21,21,3,0,0,0
2023-09-21 22:00:00,18,22,3,0,0,0
2023-09-21 23:00:00,17,23,3,0,0,0
2023-09-22 00:00:00,15,0,4,0,1,0
2023-09-22 01:00:00,13,1,4,0,1,0
2023-09-22 02:00:00,10,2,4,0,1,0
2023-09-22 03:00:00,8,3,4,0,1,0
2023-09-22 04:00:00,6,4,4,0,1,0
2023-09-22 05:00:00,9,5,4,0,1,0
2023-09-22 06:00:00,44,6,4,0,1,0
2023-09-22 07:00:00,95,7,4,0,1,0
2023-09-22 08:00:00,108,8,4,0,1,0
2023-09-22 09:00:00,92,9,4,0,1,0
2023-09-22 10:00:00,79,10,4,0,1,0
2023-09-22 11:00:00,71,11,4,0,1,0
2023-09-22 12:00:00,70,12,4,0,0,0
2023-09-22 13:00:00,85,13,4,0,0,0
2023-09-22 14:00:00,74,14,4,0,0,0
2023-09-22 15:00:00,59,15,4,0,0,0
2023-09-22 16:00:00,51,16,4,0,0,0
2023-09-22 17:00:00,48,17,4,0,0,0
2023-09-22 18:00:00,44,18,4,0,0,0
2023-09-22 19:00:00,37,19,4,0,0,0
2023-09-22 20:00:00,30,20,4,0,0,0
2023-09-22 21:00:00,24,21,4,0,0,0
2023-09-22 22:00:00,20,22,4,0,0,0
2023-09-22 23:00:00,18,23,4,0,0,0
2023-09-23 00:00:00,17,0,5,1,1,0
2023-09-23 01:00:00,16,1,5,1,1,0
2023-09-23 02:00:00,15,2,5,1,1,0
2023-09-23 03:00:00,14,3,5,1,1,0
2023-09-23 04:00:00,13,4,5,1,1,0
2023-09-23 05:00:00,14,5,5,1,1,0
2023-09-23 06:00:00,33,6,5,1,1,0
2023-09-23 07:00:00,73,7,5,1,1,0
2023-09-23 08:00:00,86,8,5,1,1,0
2023-09-23 09:00:00,76,9,5,1,1,0
2023-09-23 10:00:00,68,10,5,1,1,0
2023-09-23 11:00:00,61,11,5,1,1,0
2023-09-23 12:00:00,70,12,5,1,0,0
2023-09-23 13:00:00,85,13,5,1,0,0
2023-09-23 14:00:00,74,14,5,1,0,0
2023-09-23 15:00:00,58,15,5,1,0,0
2023-09-23 16:00:00,58,16,5,1,0,0
2023-09-23 17:00:00,48,17,5,1,0,0
2023-09-23 18:00:00,43,18,5,1,0,0
2023-09-23 19:00:00,37,19,5,1,0,0
2023-09-23 20:00:00,31,20,5,1,0,0
2023-09-23 21:00:00,26,21,5,1,0,0
2023-09-23 22:00:00,23,22,5,1,0,0
2023-09-23 23:00:00,23,23,5,1,0,0
2023-09-24 00:00:00,23,0,6,1,1,0
2023-09-24 01:00:00,23,1,6,1,1,0
2023-09-24 02:00:00,20,2,6,1,1,0
2023-09-24 03:00:00,19,3,6,1,1,0
2023-09-24 04:00:00,17,4,6,1,1,0
2023-09-24 05:00:00,17,5,6,1,1,0
2023-09-24 06:00:00,38,6,6,1,1,0
2023-09-24 07:00:00,74,7,6,1,1,0
2023-09-24 08:00:00,80,8,6,1,1,0
